timeStep;demandHeat;demandElectricity;PV3;GasBoiler3;ThermalStorage3Discharge;ThermalStorage3Charge;HeatPump3;ElecBuy;ElecSell;ThermalStorage3SOC;Cost;Price;positiveDemandHeat;positiveDemandHeatTotal;positiveDemandElectricity;plusPV3;plusGasBoiler3;plusThermalStorage3Discharge;plusThermalStorage3Charge;plusHeatPump3;plusElecBuy;plusElecSell
578.00;-13.98;-4.97;0.00;14.27;0.00;0.00;0.00;4.97;0.00;0.00;0.52;0.25;13.98;13.98;4.97;0.00;13.98;0.00;0.00;0.00;4.97;-0.00
579.00;-13.00;-5.38;0.00;13.26;0.00;0.00;0.00;5.38;0.00;0.00;0.53;0.25;13.00;13.00;5.38;0.00;13.00;0.00;0.00;0.00;5.38;-0.00
580.00;-18.62;-5.38;0.00;19.00;0.00;0.00;0.00;5.38;0.00;0.00;0.62;0.25;18.62;18.62;5.38;0.00;18.62;0.00;0.00;0.00;5.38;-0.00
581.00;-24.30;-5.34;0.00;20.00;0.00;0.00;1.88;7.22;0.00;0.00;0.75;0.25;24.30;24.30;5.34;0.00;19.60;0.00;0.00;4.70;7.22;-0.00
582.00;-19.75;-5.03;0.00;20.00;0.00;0.00;0.06;5.09;0.00;0.00;0.61;0.25;19.75;19.75;5.03;0.00;19.60;0.00;0.00;0.15;5.09;-0.00
583.00;-13.70;-4.88;0.00;13.98;0.00;0.00;0.00;4.88;0.00;0.00;0.51;0.25;13.70;13.70;4.88;0.00;13.70;0.00;0.00;0.00;4.88;-0.00
584.00;-16.65;-4.78;0.00;16.99;0.00;0.00;0.00;4.78;0.00;0.00;0.55;0.25;16.65;16.65;4.78;0.00;16.65;0.00;0.00;0.00;4.78;-0.00
585.00;-23.41;-4.88;0.00;20.00;0.00;0.00;1.52;6.41;0.00;0.00;0.70;0.25;23.41;23.41;4.88;0.00;19.60;0.00;0.00;3.81;6.41;-0.00
586.00;-20.06;-4.84;0.00;20.00;0.00;0.00;0.18;5.03;0.00;0.00;0.61;0.25;20.06;20.06;4.84;0.00;19.60;0.00;0.00;0.46;5.03;-0.00
587.00;-13.28;-4.51;0.00;13.56;0.00;0.00;0.00;4.51;0.00;0.00;0.48;0.25;13.28;13.28;4.51;0.00;13.28;0.00;0.00;0.00;4.51;-0.00
588.00;-14.98;-4.47;0.00;15.28;0.00;0.00;0.00;4.47;0.00;0.00;0.51;0.25;14.98;14.98;4.47;0.00;14.98;0.00;0.00;0.00;4.47;-0.00
589.00;-25.47;-4.95;0.00;20.00;0.00;0.00;2.35;7.29;0.00;0.00;0.75;0.25;25.47;25.47;4.95;0.00;19.60;0.00;0.00;5.87;7.29;-0.00
590.00;-23.38;-5.09;0.00;20.00;0.00;0.00;1.51;6.60;0.00;0.00;0.71;0.25;23.38;23.38;5.09;0.00;19.60;0.00;0.00;3.78;6.60;-0.00
591.00;-17.07;-4.65;0.00;17.42;0.00;0.00;0.00;4.65;0.00;0.00;0.55;0.25;17.07;17.07;4.65;0.00;17.07;0.00;0.00;0.00;4.65;-0.00
592.00;-16.11;-4.44;0.00;16.44;0.00;0.00;0.00;4.44;0.00;0.00;0.52;0.25;16.11;16.11;4.44;0.00;16.11;0.00;0.00;0.00;4.44;-0.00
593.00;-16.32;-4.44;0.00;16.65;0.00;0.00;0.00;4.44;0.00;0.00;0.52;0.25;16.32;16.32;4.44;0.00;16.32;0.00;0.00;0.00;4.44;-0.00
594.00;-14.72;-4.43;0.00;15.02;0.00;0.00;0.00;4.43;0.00;0.00;0.50;0.25;14.72;14.72;4.43;0.00;14.72;0.00;0.00;0.00;4.43;-0.00
595.00;-17.87;-4.43;0.00;18.24;0.00;0.00;0.00;4.43;0.00;0.00;0.55;0.25;17.87;17.87;4.43;0.00;17.87;0.00;0.00;0.00;4.43;-0.00
596.00;-22.91;-4.43;0.00;20.00;0.00;0.00;1.33;5.75;0.00;0.00;0.66;0.25;22.91;22.91;4.43;0.00;19.60;0.00;0.00;3.31;5.75;-0.00
597.00;-20.03;-4.56;0.00;20.00;0.00;0.00;0.17;4.73;0.00;0.00;0.59;0.25;20.03;20.03;4.56;0.00;19.60;0.00;0.00;0.43;4.73;-0.00
598.00;-22.15;-4.63;0.00;20.00;0.00;0.00;1.02;5.65;0.00;0.00;0.65;0.25;22.15;22.15;4.63;0.00;19.60;0.00;0.00;2.55;5.65;-0.00
599.00;-17.58;-4.49;0.00;17.94;0.00;0.00;0.00;4.49;0.00;0.00;0.55;0.25;17.58;17.58;4.49;0.00;17.58;0.00;0.00;0.00;4.49;-0.00
600.00;-11.23;-4.61;0.05;11.46;0.00;0.00;0.00;4.56;0.00;0.00;0.45;0.25;11.23;11.23;4.61;0.05;11.23;0.00;0.00;0.00;4.56;-0.00
601.00;-11.70;-5.35;0.21;11.94;0.00;0.00;0.00;5.14;0.00;0.00;0.50;0.25;11.70;11.70;5.35;0.21;11.70;0.00;0.00;0.00;5.14;-0.00
602.00;-20.82;-5.75;0.47;20.00;0.00;0.00;0.49;5.77;0.00;0.00;0.66;0.25;20.82;20.82;5.75;0.47;19.60;0.00;0.00;1.22;5.77;-0.00
603.00;-26.13;-5.72;0.75;20.00;0.00;0.00;2.61;7.58;0.00;0.00;0.77;0.25;26.13;26.13;5.72;0.75;19.60;0.00;0.00;6.53;7.58;-0.00
604.00;-23.29;-5.85;1.02;20.00;0.00;0.00;1.48;6.30;0.00;0.00;0.69;0.25;23.29;23.29;5.85;1.02;19.60;0.00;0.00;3.69;6.30;-0.00
605.00;-17.66;-5.60;1.38;18.02;0.00;0.00;0.00;4.22;0.00;0.00;0.53;0.25;17.66;17.66;5.60;1.38;17.66;0.00;0.00;0.00;4.22;-0.00
606.00;-10.31;-5.25;2.19;10.52;0.00;0.00;0.00;3.06;0.00;0.00;0.35;0.25;10.31;10.31;5.25;2.19;10.31;0.00;0.00;0.00;3.06;-0.00
607.00;-20.12;-4.83;2.37;20.00;0.00;0.00;0.21;2.67;0.00;0.00;0.46;0.25;20.12;20.12;4.83;2.37;19.60;0.00;0.00;0.52;2.67;-0.00
608.00;-23.28;-4.60;2.43;20.00;0.00;0.00;1.47;3.65;0.00;0.00;0.52;0.25;23.28;23.28;4.60;2.43;19.60;0.00;0.00;3.68;3.65;-0.00
609.00;-19.34;-5.02;2.01;19.74;0.00;0.00;0.00;3.00;0.00;0.00;0.48;0.25;19.34;19.34;5.02;2.01;19.34;0.00;0.00;0.00;3.00;-0.00
610.00;-22.82;-5.49;1.80;20.00;0.00;0.00;1.29;4.98;0.00;0.00;0.61;0.25;22.82;22.82;5.49;1.80;19.60;0.00;0.00;3.22;4.98;-0.00
611.00;-22.59;-5.92;1.45;20.00;0.00;0.00;1.20;5.67;0.00;0.00;0.65;0.25;22.59;22.59;5.92;1.45;19.60;0.00;0.00;2.99;5.67;-0.00
612.00;-16.78;-5.88;1.57;17.13;0.00;0.00;0.00;4.31;0.00;0.00;0.52;0.25;16.78;16.78;5.88;1.57;16.78;0.00;0.00;0.00;4.31;-0.00
613.00;-10.70;-5.68;2.00;10.92;0.00;0.00;0.00;3.67;0.00;0.00;0.39;0.25;10.70;10.70;5.68;2.00;10.70;0.00;0.00;0.00;3.67;-0.00
614.00;-17.72;-5.62;2.53;18.08;0.00;0.00;0.00;3.09;0.00;0.00;0.46;0.25;17.72;17.72;5.62;2.53;17.72;0.00;0.00;0.00;3.09;-0.00
615.00;-21.35;-5.39;2.81;20.00;0.00;0.00;0.70;3.28;0.00;0.00;0.50;0.25;21.35;21.35;5.39;2.81;19.60;0.00;0.00;1.75;3.28;-0.00
616.00;-9.68;-5.62;2.75;9.87;0.00;0.00;0.00;2.87;0.00;0.00;0.33;0.25;9.68;9.68;5.62;2.75;9.68;0.00;0.00;0.00;2.87;-0.00
617.00;-16.72;-5.76;2.89;17.06;0.00;0.00;0.00;2.87;0.00;0.00;0.43;0.25;16.72;16.72;5.76;2.89;16.72;0.00;0.00;0.00;2.87;-0.00
618.00;-25.16;-4.95;2.37;20.00;0.00;0.00;2.22;4.80;0.00;0.00;0.60;0.25;25.16;25.16;4.95;2.37;19.60;0.00;0.00;5.56;4.80;-0.00
619.00;-21.79;-5.22;2.46;20.00;0.00;0.00;0.88;3.64;0.00;0.00;0.52;0.25;21.79;21.79;5.22;2.46;19.60;0.00;0.00;2.19;3.64;-0.00
620.00;-13.45;-6.76;2.32;13.73;0.00;0.00;0.00;4.43;0.00;0.00;0.48;0.25;13.45;13.45;6.76;2.32;13.45;0.00;0.00;0.00;4.43;-0.00
621.00;-9.39;-8.62;2.99;9.59;0.00;0.00;0.00;5.63;0.00;0.00;0.49;0.25;9.39;9.39;8.62;2.99;9.39;0.00;0.00;0.00;5.63;-0.00
622.00;-19.28;-10.56;4.46;19.67;0.00;0.00;0.00;6.10;0.00;0.00;0.67;0.25;19.28;19.28;10.56;4.46;19.28;0.00;0.00;0.00;6.10;-0.00
623.00;-19.84;-8.47;4.35;20.00;0.00;0.00;0.10;4.22;0.00;0.00;0.56;0.25;19.84;19.84;8.47;4.35;19.60;0.00;0.00;0.24;4.22;-0.00
624.00;-16.39;-5.66;5.42;16.72;0.00;0.00;0.00;0.24;0.00;0.00;0.26;0.25;16.39;16.39;5.66;5.42;16.39;0.00;0.00;0.00;0.24;-0.00
625.00;-28.89;-4.96;4.50;20.00;0.00;0.00;3.72;4.17;0.00;0.00;0.56;0.25;28.89;28.89;4.96;4.50;19.60;0.00;0.00;9.29;4.17;-0.00
626.00;-35.14;-5.42;4.10;20.00;0.00;0.00;6.22;7.54;0.00;0.00;0.77;0.25;35.14;35.14;5.42;4.10;19.60;0.00;0.00;15.54;7.54;-0.00
627.00;-19.21;-6.23;4.09;19.60;0.00;0.00;0.00;2.15;0.00;0.00;0.42;0.25;19.21;19.21;6.23;4.09;19.21;0.00;0.00;0.00;2.15;-0.00
628.00;-10.56;-6.99;5.84;10.78;0.00;0.00;0.00;1.15;0.00;0.00;0.23;0.25;10.56;10.56;6.99;5.84;10.56;0.00;0.00;0.00;1.15;-0.00
629.00;-11.72;-7.63;5.87;11.96;0.00;0.00;0.00;1.76;0.00;0.00;0.29;0.25;11.72;11.72;7.63;5.87;11.72;0.00;0.00;0.00;1.76;-0.00
630.00;-11.85;-8.91;5.63;12.09;0.00;0.00;0.00;3.28;0.00;0.00;0.38;0.25;11.85;11.85;8.91;5.63;11.85;0.00;0.00;0.00;3.28;-0.00
631.00;-24.72;-10.62;7.30;20.00;0.00;0.00;2.05;5.37;0.00;0.00;0.63;0.25;24.72;24.72;10.62;7.30;19.60;0.00;0.00;5.12;5.37;-0.00
632.00;-30.64;-9.98;10.87;20.00;0.00;0.00;4.42;3.52;0.00;0.00;0.52;0.25;30.64;30.64;9.98;10.87;19.60;0.00;0.00;11.04;3.52;-0.00
633.00;-20.46;-7.76;11.42;11.54;0.00;0.00;3.66;0.00;0.00;0.00;0.17;0.25;20.46;20.46;7.76;11.42;11.31;0.00;0.00;9.14;0.00;-0.00
634.00;-14.90;-7.33;13.30;0.00;0.00;0.00;5.96;0.00;0.02;0.00;-0.00;0.25;14.90;14.90;7.33;13.30;0.00;0.00;0.00;14.90;0.00;-0.02
635.00;-12.87;-7.18;15.93;0.00;0.00;0.00;5.15;0.00;3.60;0.00;-0.11;0.25;12.87;12.87;7.18;15.93;0.00;0.00;0.00;12.87;0.00;-3.60
636.00;-10.91;-5.42;17.30;0.00;0.00;0.00;4.36;0.00;7.52;0.00;-0.23;0.25;10.91;10.91;5.42;17.30;0.00;0.00;0.00;10.91;0.00;-7.52
637.00;-11.55;-5.84;18.11;0.00;0.00;0.00;4.62;0.00;7.66;0.00;-0.24;0.25;11.55;11.55;5.84;18.11;0.00;0.00;0.00;11.55;0.00;-7.66
638.00;-23.82;-8.51;16.12;4.90;0.00;0.00;7.61;0.00;0.00;0.00;0.07;0.25;23.82;23.82;8.51;16.12;4.81;0.00;0.00;19.01;0.00;-0.00
639.00;-27.12;-8.33;26.43;2.16;0.00;0.00;10.00;0.00;8.11;0.00;-0.22;0.25;27.12;27.12;8.33;26.43;2.12;0.00;0.00;25.00;0.00;-8.11
640.00;-17.27;-6.04;21.35;0.00;0.00;0.00;6.91;0.00;8.41;0.00;-0.26;0.25;17.27;17.27;6.04;21.35;0.00;0.00;0.00;17.27;0.00;-8.41
641.00;-12.23;-7.16;12.88;0.00;0.00;0.00;4.89;0.00;0.83;0.00;-0.03;0.25;12.23;12.23;7.16;12.88;0.00;0.00;0.00;12.23;0.00;-0.83
642.00;-12.78;-7.29;7.79;11.78;0.00;0.00;0.49;0.00;0.00;0.00;0.17;0.25;12.78;12.78;7.29;7.79;11.55;0.00;0.00;1.23;0.00;-0.00
643.00;-12.77;-5.29;5.99;11.26;0.00;0.00;0.70;0.00;0.00;0.00;0.17;0.25;12.77;12.77;5.29;5.99;11.03;0.00;0.00;1.74;0.00;-0.00
644.00;-11.18;-5.02;4.22;11.41;0.00;0.00;0.00;0.80;0.00;0.00;0.22;0.25;11.18;11.18;5.02;4.22;11.18;0.00;0.00;0.00;0.80;-0.00
645.00;-18.62;-5.25;2.71;19.00;0.00;0.00;0.00;2.54;0.00;0.00;0.44;0.25;18.62;18.62;5.25;2.71;18.62;0.00;0.00;0.00;2.54;-0.00
646.00;-27.14;-5.67;0.84;20.00;0.00;0.00;3.02;7.84;0.00;0.00;0.79;0.25;27.14;27.14;5.67;0.84;19.60;0.00;0.00;7.54;7.84;-0.00
647.00;-19.91;-6.05;1.91;20.00;0.00;0.00;0.12;4.27;0.00;0.00;0.56;0.25;19.91;19.91;6.05;1.91;19.60;0.00;0.00;0.31;4.27;-0.00
648.00;-15.12;-6.77;1.93;15.42;0.00;0.00;0.00;4.84;0.00;0.00;0.53;0.25;15.12;15.12;6.77;1.93;15.12;0.00;0.00;0.00;4.84;-0.00
649.00;-14.23;-5.83;2.20;14.52;0.00;0.00;0.00;3.64;0.00;0.00;0.44;0.25;14.23;14.23;5.83;2.20;14.23;0.00;0.00;0.00;3.64;-0.00
650.00;-19.32;-6.14;2.78;19.72;0.00;0.00;0.00;3.37;0.00;0.00;0.50;0.25;19.32;19.32;6.14;2.78;19.32;0.00;0.00;0.00;3.37;-0.00
651.00;-29.87;-8.75;2.73;20.00;0.00;0.00;4.11;10.13;0.00;0.00;0.93;0.25;29.87;29.87;8.75;2.73;19.60;0.00;0.00;10.27;10.13;-0.00
652.00;-24.60;-9.99;1.66;20.00;0.00;0.00;2.00;10.33;0.00;0.00;0.94;0.25;24.60;24.60;9.99;1.66;19.60;0.00;0.00;5.00;10.33;-0.00
653.00;-22.77;-11.26;1.39;20.00;0.00;0.00;1.27;11.14;0.00;0.00;0.99;0.25;22.77;22.77;11.26;1.39;19.60;0.00;0.00;3.17;11.14;-0.00
654.00;-20.10;-9.65;1.50;20.00;0.00;0.00;0.20;8.35;0.00;0.00;0.82;0.25;20.10;20.10;9.65;1.50;19.60;0.00;0.00;0.50;8.35;-0.00
655.00;-13.96;-7.40;1.22;14.25;0.00;0.00;0.00;6.18;0.00;0.00;0.60;0.25;13.96;13.96;7.40;1.22;13.96;0.00;0.00;0.00;6.18;-0.00
656.00;-24.67;-7.44;0.92;20.00;0.00;0.00;2.03;8.54;0.00;0.00;0.83;0.25;24.67;24.67;7.44;0.92;19.60;0.00;0.00;5.07;8.54;-0.00
657.00;-28.28;-8.41;0.73;20.00;0.00;0.00;3.47;11.15;0.00;0.00;0.99;0.25;28.28;28.28;8.41;0.73;19.60;0.00;0.00;8.68;11.15;-0.00
658.00;-20.65;-7.75;0.46;20.00;0.00;0.00;0.42;7.71;0.00;0.00;0.78;0.25;20.65;20.65;7.75;0.46;19.60;0.00;0.00;1.05;7.71;-0.00
659.00;-26.28;-8.05;0.20;20.00;0.00;0.00;2.67;10.52;0.00;0.00;0.95;0.25;26.28;26.28;8.05;0.20;19.60;0.00;0.00;6.68;10.52;-0.00
660.00;-23.40;-7.79;0.01;20.00;0.00;0.00;1.52;9.30;0.00;0.00;0.88;0.25;23.40;23.40;7.79;0.01;19.60;0.00;0.00;3.80;9.30;-0.00
661.00;-14.04;-5.76;0.00;14.32;0.00;0.00;0.00;5.76;0.00;0.00;0.57;0.25;14.04;14.04;5.76;0.00;14.04;0.00;0.00;0.00;5.76;-0.00
662.00;-24.73;-5.01;0.00;20.00;0.00;0.00;2.05;7.06;0.00;0.00;0.74;0.25;24.73;24.73;5.01;0.00;19.60;0.00;0.00;5.13;7.06;-0.00
663.00;-27.27;-5.08;0.00;20.00;0.00;0.00;3.07;8.15;0.00;0.00;0.80;0.25;27.27;27.27;5.08;0.00;19.60;0.00;0.00;7.67;8.15;-0.00
664.00;-16.36;-5.00;0.00;16.70;0.00;0.00;0.00;5.00;0.00;0.00;0.56;0.25;16.36;16.36;5.00;0.00;16.36;0.00;0.00;0.00;5.00;-0.00
665.00;-18.30;-5.15;0.00;18.68;0.00;0.00;0.00;5.15;0.00;0.00;0.60;0.25;18.30;18.30;5.15;0.00;18.30;0.00;0.00;0.00;5.15;-0.00
666.00;-28.00;-5.41;0.00;20.00;0.00;0.00;3.36;8.76;0.00;0.00;0.84;0.25;28.00;28.00;5.41;0.00;19.60;0.00;0.00;8.40;8.76;-0.00
667.00;-20.89;-5.22;0.00;20.00;0.00;0.00;0.52;5.74;0.00;0.00;0.65;0.25;20.89;20.89;5.22;0.00;19.60;0.00;0.00;1.29;5.74;-0.00
668.00;-11.20;-5.12;0.00;11.43;0.00;0.00;0.00;5.12;0.00;0.00;0.49;0.25;11.20;11.20;5.12;0.00;11.20;0.00;0.00;0.00;5.12;-0.00
669.00;-22.65;-5.13;0.00;20.00;0.00;0.00;1.22;6.35;0.00;0.00;0.69;0.25;22.65;22.65;5.13;0.00;19.60;0.00;0.00;3.05;6.35;-0.00
670.00;-28.40;-5.16;0.00;20.00;0.00;0.00;3.52;8.68;0.00;0.00;0.84;0.25;28.40;28.40;5.16;0.00;19.60;0.00;0.00;8.80;8.68;-0.00
671.00;-18.84;-4.84;0.00;19.23;0.00;0.00;0.00;4.84;0.00;0.00;0.59;0.25;18.84;18.84;4.84;0.00;18.84;0.00;0.00;0.00;4.84;-0.00
